"N1","N2","POS1","POS2","Freq"
"正直","設立","名詞-名詞","形容動詞語幹-サ変接続",1
"正直","鳥取","名詞-名詞","形容動詞語幹-固有名詞",1
"正当","範囲","名詞-名詞","形容動詞語幹-一般",1
"清潔","する","名詞-動詞","一般-自立",1
"清掃","清潔","名詞-名詞","サ変接続-一般",1
"生","たち","名詞-名詞","接尾-接尾",1
"生","ベンチャー","名詞-名詞","接尾-一般",1
"生","割合","名詞-名詞","接尾-一般",1
"生","観光","名詞-名詞","接尾-サ変接続",1
"生","求める","名詞-動詞","接尾-自立",1
"生","叫ぶ","名詞-動詞","接尾-自立",1
"生","強い","名詞-形容詞","接尾-自立",1
"生","高専","名詞-名詞","接尾-一般",1
"生","参加","名詞-名詞","接尾-サ変接続",1
"生","事業","名詞-名詞","接尾-一般",1
"生","終わる","名詞-動詞","接尾-自立",1
"生","人材","名詞-名詞","接尾-一般",1
"生","推進","名詞-名詞","接尾-サ変接続",1
"生","大学生","名詞-名詞","接尾-一般",1
"生","短大","名詞-名詞","接尾-一般",1
"生","鳥取","名詞-名詞","接尾-固有名詞",1
"生","年々","名詞-名詞","接尾-副詞可能",1
"生","頻繁","名詞-名詞","接尾-形容動詞語幹",1
"生","本部","名詞-名詞","接尾-一般",1
"生","魅力","名詞-名詞","接尾-一般",1
"生","様々","名詞-名詞","接尾-形容動詞語幹",1
"生かす","社会","動詞-名詞","自立-一般",1
"生きる","こと","動詞-名詞","自立-非自立",1
"生きる","しれる","動詞-動詞","自立-自立",1
"生きる","それぞれ","動詞-名詞","自立-副詞可能",1
"生きる","ため","動詞-名詞","自立-非自立",1
"生きる","営み","動詞-名詞","自立-一般",1
"生きる","過去","動詞-名詞","自立-副詞可能",1
"生きる","企業","動詞-名詞","自立-一般",1
"生きる","原動力","動詞-名詞","自立-一般",1
"生きる","本","動詞-名詞","自立-一般",1
"生きる","未来","動詞-名詞","自立-一般",1
"生き甲斐","定年","名詞-名詞","一般-一般",1
"生き残る","いく","動詞-動詞","自立-非自立",1
"生き残る","の","動詞-名詞","自立-非自立",1
"生き抜く","こと","動詞-名詞","自立-非自立",1
"生き抜く","スキル","動詞-名詞","自立-一般",1
"生き方","モデル","名詞-名詞","一般-一般",1
"生き方","考える","名詞-動詞","一般-自立",1
"生き方","背景","名詞-名詞","一般-一般",1
"生じる","いる","動詞-動詞","自立-非自立",1
"生じる","これ","動詞-名詞","自立-代名詞",1
"生じる","なん","動詞-名詞","自立-代名詞",1
"生じる","デメリット","動詞-名詞","自立-一般",1
"生じる","言える","動詞-動詞","自立-自立",1
"生じる","作業","動詞-名詞","自立-サ変接続",1
"生じる","政策","動詞-名詞","自立-一般",1
"生じる","地方","動詞-名詞","自立-一般",1
"生じる","負","動詞-名詞","自立-一般",1
"生じる","崩れ落ちる","動詞-動詞","自立-自立",1
"生まれ","I","名詞-名詞","一般-一般",1
"生まれ","育ち","名詞-名詞","一般-一般",1
"生まれ","市内","名詞-名詞","一般-一般",1
"生まれ","豊か","名詞-名詞","一般-形容動詞語幹",1
"生まれつく","インターネット","動詞-名詞","自立-一般",1
"生まれつく","時","動詞-名詞","自立-非自立",1
"生まれる","いく","動詞-動詞","自立-非自立",1
"生まれる","こと","動詞-名詞","自立-非自立",1
"生まれる","しれる","動詞-動詞","自立-自立",1
"生まれる","その後","動詞-名詞","自立-副詞可能",1
"生まれる","もの","動詞-名詞","自立-非自立",1
"生まれる","ヌエバ","動詞-名詞","自立-固有名詞",1
"生まれる","育つ","動詞-動詞","自立-自立",1
"生まれる","溢れる","動詞-動詞","自立-自立",1
"生まれる","蟹","動詞-名詞","自立-一般",1
"生まれる","困る","動詞-動詞","自立-自立",1
"生まれる","砂","動詞-名詞","自立-一般",1
"生まれる","持つ","動詞-動詞","自立-自立",1
"生まれる","持続","動詞-名詞","自立-サ変接続",1
"生まれる","場","動詞-名詞","自立-一般",1
"生まれる","親孝行","動詞-名詞","自立-サ変接続",1
"生まれる","人","動詞-名詞","自立-一般",1
"生まれる","人々","動詞-名詞","自立-一般",1
"生まれる","世代","動詞-名詞","自立-一般",1
"生まれる","制度","動詞-名詞","自立-一般",1
"生みだす","こと","動詞-名詞","自立-非自立",1
"生みだす","料理","動詞-名詞","自立-サ変接続",1
"生み出す","いる","動詞-動詞","自立-非自立",1
"生み出す","くれる","動詞-動詞","自立-非自立",1
"生み出す","しまう","動詞-動詞","自立-非自立",1
"生み出す","構成","動詞-名詞","自立-サ変接続",1
"生み出す","産業","動詞-名詞","自立-一般",1
"生み出す","食べる","動詞-動詞","自立-自立",1
"生み出す","組織","動詞-名詞","自立-サ変接続",1
"生み出す","地域","動詞-名詞","自立-一般",1
"生み出す","鳥取","動詞-名詞","自立-固有名詞",1
"生み出す","都市","動詞-名詞","自立-一般",1
"生む","30","動詞-名詞","自立-数",1
"生む","こと","動詞-名詞","自立-非自立",1
"生む","ため","動詞-名詞","自立-非自立",1
"生む","の","動詞-名詞","自立-非自立",1
"生む","スローガン","動詞-名詞","自立-一般",1
"生む","仕掛け","動詞-名詞","自立-一般",1
"生む","取り組み","動詞-名詞","自立-一般",1
"生む","続ける","動詞-動詞","自立-非自立",1
"生む","鳥取","動詞-名詞","自立-固有名詞",1
"生む","量","動詞-名詞","自立-一般",1
"生育","状況","名詞-名詞","サ変接続-一般",1
"生育","状態","名詞-名詞","サ変接続-一般",1
"生涯","マネー","名詞-名詞","副詞可能-一般",1
"生涯","学ぶ","名詞-動詞","副詞可能-自立",1
"生活","かかる","名詞-動詞","サ変接続-自立",1
"生活","こと","名詞-名詞","サ変接続-非自立",1
"生活","それぞれ","名詞-名詞","サ変接続-副詞可能",1
"生活","インターネット","名詞-名詞","サ変接続-一般",1
"生活","デメリット","名詞-名詞","サ変接続-一般",1
"生活","ヒント","名詞-名詞","サ変接続-一般",1
"生活","圧迫","名詞-名詞","サ変接続-サ変接続",1
"生活","維持","名詞-名詞","サ変接続-サ変接続",1
"生活","医療","名詞-名詞","サ変接続-一般",1
"生活","一","名詞-名詞","サ変接続-数",1
"生活","一転","名詞-名詞","サ変接続-サ変接続",1
"生活","営む","名詞-動詞","サ変接続-自立",1
"生活","貨幣","名詞-名詞","サ変接続-一般",1
"生活","感じる","名詞-動詞","サ変接続-自立",1
"生活","環境","名詞-名詞","サ変接続-一般",1
"生活","関わる","名詞-動詞","サ変接続-自立",1
"生活","含む","名詞-動詞","サ変接続-自立",1
"生活","求める","名詞-動詞","サ変接続-自立",1
"生活","形態","名詞-名詞","サ変接続-一般",1
"生活","欠く","名詞-動詞","サ変接続-自立",1
"生活","行動","名詞-名詞","サ変接続-サ変接続",1
"生活","困る","名詞-動詞","サ変接続-自立",1
"生活","根ざす","名詞-動詞","サ変接続-自立",1
"生活","座る","名詞-動詞","サ変接続-自立",1
"生活","守る","名詞-動詞","サ変接続-自立",1
"生活","終焉","名詞-名詞","サ変接続-一般",1
"生活","心配","名詞-名詞","サ変接続-サ変接続",1
"生活","振り返る","名詞-動詞","サ変接続-自立",1
"生活","浸透","名詞-名詞","サ変接続-サ変接続",1
"生活","設計","名詞-名詞","サ変接続-サ変接続",1
"生活","送る","名詞-動詞","サ変接続-自立",1
"生活","大きい","名詞-形容詞","サ変接続-自立",1
"生活","地方","名詞-名詞","サ変接続-一般",1
"生活","都会","名詞-名詞","サ変接続-一般",1
"生活","必需","名詞-名詞","サ変接続-一般",1
"生活","便利","名詞-名詞","サ変接続-形容動詞語幹",1
"生活","保護","名詞-名詞","サ変接続-サ変接続",1
"生活","望める","名詞-動詞","サ変接続-自立",1
"生活","魅力","名詞-名詞","サ変接続-一般",1
"生活","面","名詞-名詞","サ変接続-接尾",1
"生活","戻る","名詞-動詞","サ変接続-自立",1
"生活","余儀ない","名詞-形容詞","サ変接続-自立",1
"生活","例","名詞-名詞","サ変接続-一般",1
"生業","する","名詞-動詞","一般-自立",1
"生産","ノウハウ","名詞-名詞","サ変接続-一般",1
"生産","ライン","名詞-名詞","サ変接続-一般",1
"生産","ローテーション","名詞-名詞","サ変接続-一般",1
"生産","加工","名詞-名詞","サ変接続-サ変接続",1
"生産","技術","名詞-名詞","サ変接続-一般",1
"生産","拠点","名詞-名詞","サ変接続-一般",1
"生産","向上","名詞-名詞","サ変接続-サ変接続",1
"生産","高","名詞-名詞","サ変接続-接尾",1
"生産","時代","名詞-名詞","サ変接続-一般",1
"生産","振興","名詞-名詞","サ変接続-サ変接続",1
"生産","人口","名詞-名詞","サ変接続-一般",1
"生産","製造","名詞-名詞","サ変接続-サ変接続",1
"生産","続く","名詞-動詞","サ変接続-自立",1
"生産","特徴","名詞-名詞","サ変接続-一般",1
"生産","年齢","名詞-名詞","サ変接続-一般",1
"生産","販売","名詞-名詞","サ変接続-サ変接続",1
"生産","面","名詞-名詞","サ変接続-一般",1
"生産","量","名詞-名詞","サ変接続-接尾",1
"生産","力","名詞-名詞","サ変接続-接尾",1
"生身","従業","名詞-名詞","一般-サ変接続",1
"生粋","デジタル","名詞-名詞","一般-一般",1
"生存","おびやかす","名詞-動詞","サ変接続-自立",1
"生態","学","名詞-名詞","一般-接尾",1
"生地","面積","名詞-名詞","一般-一般",1
"生田","章","名詞-名詞","固有名詞-固有名詞",1
"生徒","5","名詞-名詞","一般-数",1
"生徒","ある","名詞-動詞","一般-自立",1
"生徒","それぞれ","名詞-名詞","一般-副詞可能",1
"生徒","たち","名詞-名詞","一般-接尾",1
"生徒","つながる","名詞-動詞","一般-自立",1
"生徒","よう","名詞-名詞","一般-非自立",1
"生徒","オンデマンド","名詞-名詞","一般-一般",1
"生徒","コンタクト","名詞-名詞","一般-一般",1
"生徒","スマホ","名詞-名詞","一般-一般",1
"生徒","チャット","名詞-名詞","一般-一般",1
"生徒","リアルタイム","名詞-名詞","一般-一般",1
"生徒","意思","名詞-名詞","一般-サ変接続",1
"生徒","一人ひとり","名詞-名詞","一般-一般",1
"生徒","一斉","名詞-名詞","一般-副詞可能",1
"生徒","家","名詞-名詞","一般-一般",1
"生徒","学べる","名詞-動詞","一般-自立",1
"生徒","学校","名詞-名詞","一般-一般",1
"生徒","学習","名詞-名詞","一般-サ変接続",1
"生徒","寄り添う","名詞-動詞","一般-自立",1
"生徒","期限","名詞-名詞","一般-一般",1
"生徒","教える","名詞-動詞","一般-自立",1
"生徒","個人","名詞-名詞","一般-一般",1
"生徒","向け","名詞-名詞","一般-接尾",1
"生徒","時間","名詞-名詞","一般-副詞可能",1
"生徒","取る","名詞-動詞","一般-自立",1
"生徒","受講","名詞-名詞","一般-サ変接続",1
"生徒","集める","名詞-動詞","一般-自立",1
"生徒","身","名詞-名詞","一般-一般",1
"生徒","先","名詞-名詞","一般-一般",1
"生徒","組織","名詞-名詞","一般-サ変接続",1
"生徒","増える","名詞-動詞","一般-自立",1
"生徒","多い","名詞-形容詞","一般-自立",1
"生徒","多様","名詞-名詞","一般-形容動詞語幹",1
"生徒","地域","名詞-名詞","一般-一般",1
"生徒","中","名詞-名詞","一般-非自立",1
"生徒","同士","名詞-名詞","一般-一般",1
"生徒","不安","名詞-名詞","一般-形容動詞語幹",1
"生徒","負担","名詞-名詞","一般-サ変接続",1
"生徒","勉強","名詞-名詞","一般-サ変接続",1
"生徒","抱える","名詞-動詞","一般-自立",1
"生徒","飽きる","名詞-動詞","一般-自立",1
"生徒","様子","名詞-名詞","一般-一般",1
"生年月日","本人","名詞-名詞","一般-一般",1
"生物","活かす","名詞-動詞","一般-自立",1
"生物","多様","名詞-名詞","一般-形容動詞語幹",1
"生命",",","名詞-名詞","一般-サ変接続",1
"生命","しまむら","名詞-名詞","一般-固有名詞",1
"生命","主催","名詞-名詞","一般-サ変接続",1
"生姜","大蒜","名詞-名詞","一般-一般",1
"盛り込む","いる","動詞-動詞","自立-非自立",1
"盛り上がり","持つ","名詞-動詞","一般-自立",1
"盛り上げる","ため","動詞-名詞","自立-非自立",1
"盛り上げる","の","動詞-名詞","自立-非自立",1
"盛り上げる","青春","動詞-名詞","自立-一般",1
"盛り上げる","全国","動詞-名詞","自立-一般",1
"盛り上げる","頂ける","動詞-動詞","自立-自立",1
"盛ん","ある","名詞-動詞","形容動詞語幹-自立",1
"盛ん","喧伝","名詞-名詞","形容動詞語幹-サ変接続",1
